LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID18496,18496,13,21.549989700317383,225.19720446257404,415.3257400160567,0.0,40994.2577869,61,7.5,1,,20603.177149451818,20652.0,18561.0,22164.0,3.5705306E7,588.8463819673792,0.06332870294433479,4.167688363734968
ID19778,19778,13,32.60978317260742,209.71856319677968,411.15993081153306,0.0,78628.33050930001,117,7.5,1,,20772.493941142526,20747.0,17508.0,24557.0,3.5998732E7,1997.838221861611,0.08569836631845362,1.6414273959076002
ID17992,17992,13,22.421154022216797,238.87170927544216,425.44839263872,0.0,24865.369477300002,37,7.5,1,,20715.082515868435,20800.0,18523.0,22391.0,3.5899238E7,663.2329146509138,0.06609280443866973,3.8726634818262915
ID17226,17226,13,23.445589065551758,229.47265157517927,415.50393737291034,0.0,3360.1850645000004,5,7.5,1,,21236.740334679747,21363.0,18902.0,23024.0,3.6803271E7,895.3754096583747,0.06296920846820112,2.8100900654452365
ID19274,19274,13,24.306446075439453,218.54195670727833,406.88092638280676,0.0,66531.6642771,99,7.5,1,,20726.945758799768,20776.0,18175.0,22346.0,3.5919797E7,725.2763528816208,0.0723341087823534,3.855447586646159
ID17739,17739,13,22.929616928100586,241.27293908440512,426.57973131503985,0.0,18817.0363612,28,7.5,1,,20830.65666474322,20910.0,18637.0,22524.0,3.6099528E7,711.6771974979412,0.06695878354740495,3.6737518485261527
ID19531,19531,13,53.46063995361328,213.04188497039704,405.03315384737505,0.0,73252.0344061,109,7.5,1,,22828.489901904213,20944.0,18131.0,33489.0,3.9561773E7,4114.681932114226,0.12656634056585767,1.2466150401090825
ID17485,17485,13,22.266183853149414,233.38421959519454,416.3390475924118,0.0,8736.4811677,13,7.5,1,,20895.068667051357,21029.0,18408.0,22434.0,3.6211154E7,762.2232496018567,0.06265569306577373,3.232656593426878
ID18768,18768,13,22.336109161376953,219.78308200583345,416.0067827157118,0.0,48386.664928800004,72,7.5,1,,20619.068667051357,20676.0,18566.0,22022.0,3.5732846E7,582.6434418973922,0.0666550744562133,4.422882401377716
ID18516,18516,13,21.695838928222656,226.30232747287823,415.81896667349827,0.0,40322.220774,60,7.5,1,,20621.63819965378,20689.0,18677.0,22038.0,3.5737299E7,592.466073784933,0.06406566356870094,4.191279004116612
ID19028,19028,13,21.02109718322754,216.04960897779392,411.13849563368876,0.0,59811.2941481,89,7.5,1,,20434.37103289094,20465.0,18983.0,21827.0,3.5412765E7,486.3484328825893,0.06279482567321114,4.964987704744678
ID18262,18262,13,22.945457458496094,229.29812133347383,417.61252498107507,0.0,35617.9616837,53,7.5,1,,20754.949798038084,20859.0,18563.0,22270.0,3.5968328E7,681.3599694628318,0.06776312341756917,3.8662823430104774
ID19802,19802,13,32.8045539855957,211.7287073151277,410.6939760822947,0.0,79972.40453510001,119,7.5,1,,20805.05193306405,20784.0,17482.0,25045.0,3.6055155E7,2007.650366720244,0.08585642873525358,1.6387440588880569
ID17246,17246,13,22.49309539794922,232.7586734773467,416.0890737121946,0.0,5376.2961032,8,7.5,1,,21068.987882285055,21172.0,18879.0,22613.0,3.6512556E7,780.605862121075,0.06193749696319757,3.148448219843257
ID18014,18014,13,21.659244537353516,237.80743283537976,424.5625524844144,0.0,25537.406490200003,38,7.5,1,,20619.94922100404,20690.0,18653.0,22150.0,3.5734372E7,634.6075434002964,0.0636929687165333,3.891235902241439
ID17760,17760,13,21.883501052856445,241.3185942402973,424.4647039842026,0.0,16800.9253225,25,7.5,1,,20735.222158107328,20803.0,18558.0,22349.0,3.593414E7,670.3223464814052,0.06342987804980767,3.690115919879973
ID17506,17506,13,22.62767791748047,233.08080052007801,415.5647149992186,0.0,7392.4071419,11,7.5,1,,20958.481246393538,21040.0,18642.0,22770.0,3.6321048E7,809.7407408204208,0.062416479163408034,3.0412231095961175
ID19554,19554,13,46.92607116699219,212.89147004447378,407.1680383924127,0.0,72579.9973932,108,7.5,1,,22341.551067512984,20979.0,17936.0,34126.0,3.8717908E7,3643.835751547468,0.11205132493997359,1.2355965533327802
ID19299,19299,13,24.435962677001953,216.3277978277452,407.51667296913627,0.0,65187.590251300004,97,7.5,1,,20791.806116560878,20786.0,18844.0,22802.0,3.60322E7,635.8275103324737,0.07394958412786025,4.503340024726195
ID18789,18789,13,21.95644760131836,217.14598316526065,416.27860597349144,0.0,51074.812980400005,76,7.5,1,,20555.786497403347,20614.0,18745.0,22009.0,3.5623178E7,547.8444095867882,0.06612498071228004,4.654406371383103
ID18537,18537,13,22.30320930480957,223.0035036281253,413.5835920686883,0.0,43010.3688256,64,7.5,1,,20726.633006347376,20776.0,18918.0,22242.0,3.5919255E7,574.6443978188543,0.06636567580612697,4.489489290013912
ID19049,19049,13,21.010963439941406,217.8959946256444,414.45721184107697,0.0,54434.9980449,81,7.5,1,,20428.25331794576,20484.0,18467.0,21766.0,3.5402163E7,522.2814668324578,0.062204927985471316,4.581135050311693
ID18284,18284,13,23.032285690307617,228.9917954102252,417.02942044593044,0.0,36289.9986966,54,7.5,1,,20759.7166762839,20829.0,18652.0,22501.0,3.5976589E7,716.0331203907883,0.06728599624045706,3.6556295761018704
ID18033,18033,13,22.587739944458008,240.58140252603727,426.44932403588285,0.0,21505.1844128,32,7.5,1,,20740.37103289094,20830.0,18581.0,22375.0,3.5943063E7,699.6086717218508,0.06620382309259407,3.681579365069371
ID17266,17266,13,23.319908142089844,229.06266908427207,414.5987775423101,0.0,2688.1480516,4,7.5,1,,21257.08655510675,21399.0,18918.0,22951.0,3.6838531E7,866.9298030965138,0.06273910664793432,2.895086016643875
ID19827,19827,13,32.42653274536133,211.48274431614766,410.60094340285025,0.0,80644.441548,120,7.5,1,,20771.33179457588,20845.0,17296.0,24981.0,3.5996718E7,1957.3158401360301,0.08574187707628154,1.6760996137559525
ID17781,17781,13,22.46100616455078,242.06071929975653,426.8213837845574,0.0,19489.0733741,29,7.5,1,,20741.50086555107,20818.0,18533.0,22344.0,3.5945021E7,702.4646552994521,0.06519556146861953,3.614384730781069
ID17527,17527,13,22.918415069580078,232.48201311745274,415.24168629846343,0.0,6720.370129000001,10,7.5,1,,21064.15060588575,21200.0,18557.0,22514.0,3.6504173E7,784.9711758626919,0.06416031118602147,3.2357848801792244
